textbox22,Textbox9
generated on 05/05/2020 21:05:11 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,22,2009-05-25,2009-05-31,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,23,2009-06-01,2009-06-07,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,24,2009-06-08,2009-06-14,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,25,2009-06-15,2009-06-21,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,26,2009-06-22,2009-06-28,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,27,2009-06-29,2009-07-05,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,28,2009-07-06,2009-07-12,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,29,2009-07-13,2009-07-19,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,30,2009-07-20,2009-07-26,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,31,2009-07-27,2009-08-02,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,32,2009-08-03,2009-08-09,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,33,2009-08-10,2009-08-16,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,34,2009-08-17,2009-08-23,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,35,2009-08-24,2009-08-30,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,36,2009-08-31,2009-09-06,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,37,2009-09-07,2009-09-13,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,38,2009-09-14,2009-09-20,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,39,2009-09-21,2009-09-27,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,40,2009-09-28,2009-10-04,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,41,2009-10-05,2009-10-11,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,42,2009-10-12,2009-10-18,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,43,2009-10-19,2009-10-25,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,44,2009-10-26,2009-11-01,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,45,2009-11-02,2009-11-08,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,46,2009-11-09,2009-11-15,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,47,2009-11-16,2009-11-22,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,48,2009-11-23,2009-11-29,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,49,2009-11-30,2009-12-06,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,50,2009-12-07,2009-12-13,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,51,2009-12-14,2009-12-20,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,52,2009-12-21,2009-12-27,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,53,2009-12-28,2010-01-03,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,1,2010-01-04,2010-01-10,49,49,0,0,0,0,0,0,0,0,0,0,0,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,2,2010-01-11,2010-01-17,68,68,0,0,0,0,0,0,0,0,3,3,3,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,3,2010-01-18,2010-01-24,110,110,0,0,0,0,0,0,0,0,6,6,6,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,4,2010-01-25,2010-01-31,52,52,0,0,0,0,0,0,0,0,4,4,4,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,5,2010-02-01,2010-02-07,53,53,0,0,0,0,0,0,0,0,0,0,0,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,6,2010-02-08,2010-02-14,105,105,0,0,0,0,0,0,0,0,6,6,6,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,7,2010-02-15,2010-02-21,87,87,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,8,2010-02-22,2010-02-28,97,97,0,3,0,0,0,3,0,0,6,6,9,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,9,2010-03-01,2010-03-07,64,64,0,1,0,0,0,1,0,0,3,3,4,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,10,2010-03-08,2010-03-14,107,107,0,5,0,0,0,5,0,0,3,3,8,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,11,2010-03-15,2010-03-21,96,96,0,4,0,0,0,4,0,0,6,6,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,12,2010-03-22,2010-03-28,76,76,0,6,0,0,0,6,0,0,3,3,9,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,13,2010-03-29,2010-04-04,60,60,0,5,0,0,0,5,0,0,3,3,8,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,14,2010-04-05,2010-04-11,90,90,0,11,0,0,0,11,0,0,3,3,14,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,15,2010-04-12,2010-04-18,79,79,0,8,0,0,0,8,0,0,4,4,12,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,16,2010-04-19,2010-04-25,82,82,0,5,0,0,0,5,0,0,5,5,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,17,2010-04-26,2010-05-02,64,64,0,9,0,0,0,9,0,0,8,8,17,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,18,2010-05-03,2010-05-09,83,83,0,9,0,0,0,9,0,0,8,8,17,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,19,2010-05-10,2010-05-16,99,99,0,7,0,0,0,7,0,0,10,10,17,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,20,2010-05-17,2010-05-23,106,106,0,10,0,0,0,10,0,0,10,10,20,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,21,2010-05-24,2010-05-30,35,35,0,3,0,0,0,3,0,0,4,4,7,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,22,2010-05-31,2010-06-06,54,54,0,8,0,0,0,8,0,0,8,8,16,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,23,2010-06-07,2010-06-13,41,41,0,3,0,0,0,3,0,0,4,4,7,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,24,2010-06-14,2010-06-20,97,97,0,6,0,0,0,6,0,0,9,9,15,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,25,2010-06-21,2010-06-27,68,68,0,8,0,0,0,8,0,0,6,6,14,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,26,2010-06-28,2010-07-04,80,80,0,10,0,0,0,10,0,0,20,20,30,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,27,2010-07-05,2010-07-11,44,44,0,7,0,0,0,7,0,0,13,13,20,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,28,2010-07-12,2010-07-18,95,95,0,12,0,0,0,12,0,0,14,14,26,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,29,2010-07-19,2010-07-25,75,75,0,11,1,0,0,12,0,0,13,13,25,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,30,2010-07-26,2010-08-01,94,94,0,13,1,0,0,14,0,0,19,19,33,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,31,2010-08-02,2010-08-08,54,54,0,5,1,0,0,6,0,0,15,15,21,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,32,2010-08-09,2010-08-15,92,92,0,18,4,0,0,22,0,0,2,2,24,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,33,2010-08-16,2010-08-22,99,99,0,12,3,0,0,15,0,0,7,7,22,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,34,2010-08-23,2010-08-29,52,52,0,4,9,0,0,13,0,0,6,6,19,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,35,2010-08-30,2010-09-05,87,87,0,5,11,0,0,16,0,0,1,1,17,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,36,2010-09-06,2010-09-12,64,64,0,1,13,0,0,14,0,0,5,5,19,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,37,2010-09-13,2010-09-19,75,75,0,2,18,0,0,20,0,0,1,1,21,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,38,2010-09-20,2010-09-26,28,28,0,1,9,0,0,10,0,0,0,0,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,39,2010-09-27,2010-10-03,76,76,0,1,13,0,0,14,0,0,0,0,14,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,40,2010-10-04,2010-10-10,68,68,0,3,6,0,0,9,0,0,0,0,9,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,41,2010-10-11,2010-10-17,48,48,0,1,2,0,0,3,0,0,1,1,4,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,42,2010-10-18,2010-10-24,48,48,0,0,2,0,0,2,0,0,2,2,4,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,43,2010-10-25,2010-10-31,31,31,0,0,2,0,0,2,0,0,0,0,2,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,44,2010-11-01,2010-11-07,41,41,0,0,2,0,0,2,0,0,0,0,2,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,45,2010-11-08,2010-11-14,58,58,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,46,2010-11-15,2010-11-21,42,42,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,47,2010-11-22,2010-11-28,14,14,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,48,2010-11-29,2010-12-05,31,31,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,49,2010-12-06,2010-12-12,26,26,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,50,2010-12-13,2010-12-19,54,54,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,51,2010-12-20,2010-12-26,39,39,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,52,2010-12-27,2011-01-02,34,34,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,1,2011-01-03,2011-01-09,37,37,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,2,2011-01-10,2011-01-16,36,36,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,3,2011-01-17,2011-01-23,45,45,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,4,2011-01-24,2011-01-30,21,21,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,5,2011-01-31,2011-02-06,41,41,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,6,2011-02-07,2011-02-13,45,45,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,7,2011-02-14,2011-02-20,53,53,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,8,2011-02-21,2011-02-27,35,35,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,9,2011-02-28,2011-03-06,48,48,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,10,2011-03-07,2011-03-13,39,39,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,11,2011-03-14,2011-03-20,64,64,0,1,0,0,0,1,0,0,0,0,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,12,2011-03-21,2011-03-27,27,27,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,13,2011-03-28,2011-04-03,42,42,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,14,2011-04-04,2011-04-10,39,39,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,15,2011-04-11,2011-04-17,64,64,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,16,2011-04-18,2011-04-24,40,40,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,17,2011-04-25,2011-05-01,35,35,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,18,2011-05-02,2011-05-08,37,37,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,19,2011-05-09,2011-05-15,49,49,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,20,2011-05-16,2011-05-22,73,73,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,21,2011-05-23,2011-05-29,28,28,0,0,0,0,0,0,0,0,0,0,0,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,22,2011-05-30,2011-06-05,63,63,0,2,10,0,0,12,0,0,0,0,12,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,23,2011-06-06,2011-06-12,58,58,0,0,2,0,0,2,0,0,0,0,2,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,24,2011-06-13,2011-06-19,63,63,0,2,10,0,0,12,0,0,0,0,12,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,25,2011-06-20,2011-06-26,42,42,0,0,13,0,0,13,0,0,0,0,13,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,26,2011-06-27,2011-07-03,101,101,0,1,42,0,0,43,0,0,1,1,44,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,27,2011-07-04,2011-07-10,62,62,0,1,30,0,0,31,0,0,1,1,32,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,28,2011-07-11,2011-07-17,118,118,0,2,44,0,0,46,0,0,9,9,55,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,29,2011-07-18,2011-07-24,73,73,0,0,26,0,0,26,0,0,5,5,31,,Regional Outbreak
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,30,2011-07-25,2011-07-31,86,86,0,0,27,0,0,27,0,0,11,11,38,,Local Outbreak
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,31,2011-08-01,2011-08-07,85,85,0,0,13,0,0,13,0,0,16,16,29,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,32,2011-08-08,2011-08-14,126,126,0,2,8,0,0,10,0,0,22,22,32,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,33,2011-08-15,2011-08-21,108,108,0,2,8,0,0,10,0,0,25,25,35,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,34,2011-08-22,2011-08-28,76,76,0,0,1,0,0,1,0,0,17,17,18,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,35,2011-08-29,2011-09-04,77,77,0,0,2,0,0,2,0,0,18,18,20,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,36,2011-09-05,2011-09-11,9,9,0,0,0,0,0,0,0,0,2,2,2,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,37,2011-09-12,2011-09-18,146,146,0,0,0,0,0,0,0,0,27,27,27,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,38,2011-09-19,2011-09-25,84,84,0,0,0,0,0,0,0,0,16,16,16,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,39,2011-09-26,2011-10-02,91,91,0,0,0,0,0,0,0,0,12,12,12,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,40,2011-10-03,2011-10-09,76,76,0,0,0,0,0,0,0,0,10,10,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,41,2011-10-10,2011-10-16,115,115,0,0,0,0,0,0,0,0,7,7,7,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,42,2011-10-17,2011-10-23,74,74,0,0,0,0,0,0,0,0,5,5,5,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,43,2011-10-24,2011-10-30,87,87,0,0,0,0,0,0,0,0,3,3,3,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,44,2011-10-31,2011-11-06,42,42,0,0,0,0,0,0,0,0,4,4,4,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,45,2011-11-07,2011-11-13,109,109,0,0,0,0,0,0,0,0,2,2,2,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,46,2011-11-14,2011-11-20,15,15,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,47,2011-11-21,2011-11-27,86,86,0,0,0,0,0,0,0,0,2,2,2,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,48,2011-11-28,2011-12-04,72,72,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,49,2011-12-05,2011-12-11,26,26,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,50,2011-12-12,2011-12-18,54,54,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,51,2011-12-19,2011-12-25,39,39,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,52,2011-12-26,2012-01-01,34,34,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,1,2012-01-02,2012-01-08,96,96,0,1,0,0,0,1,0,0,0,0,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,2,2012-01-09,2012-01-15,66,66,0,0,0,0,0,0,0,0,2,2,2,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,3,2012-01-16,2012-01-22,66,66,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,4,2012-01-23,2012-01-29,55,55,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,5,2012-01-30,2012-02-05,15,15,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,6,2012-02-06,2012-02-12,127,127,0,1,0,0,0,1,0,0,0,0,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,7,2012-02-13,2012-02-19,79,79,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,8,2012-02-20,2012-02-26,85,85,0,5,0,0,0,5,0,0,1,1,6,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,9,2012-02-27,2012-03-04,65,65,0,6,0,0,0,6,0,0,0,0,6,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,10,2012-03-05,2012-03-11,126,126,0,21,0,0,0,21,0,0,1,1,22,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,11,2012-03-12,2012-03-18,68,68,0,11,0,0,0,11,0,0,1,1,12,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,12,2012-03-19,2012-03-25,103,103,0,33,0,0,0,33,0,0,0,0,33,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,13,2012-03-26,2012-04-01,73,73,0,26,0,0,0,26,0,0,1,1,27,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,14,2012-04-02,2012-04-08,141,141,0,24,0,0,0,24,0,0,0,0,24,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,15,2012-04-09,2012-04-15,86,86,0,24,0,0,0,24,0,0,0,0,24,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,16,2012-04-16,2012-04-22,89,89,0,23,0,0,0,23,0,0,1,1,24,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,17,2012-04-23,2012-04-29,58,58,0,16,0,0,0,16,0,0,0,0,16,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,18,2012-04-30,2012-05-06,82,82,0,9,0,0,0,9,0,0,1,1,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,19,2012-05-07,2012-05-13,100,100,0,19,0,0,0,19,0,0,0,0,19,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,20,2012-05-14,2012-05-20,57,57,0,10,0,0,0,10,0,0,1,1,11,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,21,2012-05-21,2012-05-27,78,78,0,10,0,0,0,10,0,0,0,0,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,22,2012-05-28,2012-06-03,56,56,0,5,0,0,0,5,0,0,0,0,5,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,23,2012-06-04,2012-06-10,111,111,0,4,0,0,0,4,0,0,3,3,7,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,24,2012-06-11,2012-06-17,63,63,0,5,0,0,0,5,0,0,1,1,6,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,25,2012-06-18,2012-06-24,84,84,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2012,26,2012-06-25,2012-07-01,46,46,0,1,0,0,0,1,0,0,1,1,2,,No Activity
