textbox22,Textbox9
generated on 06/05/2020 11:19:56 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,21,2009-05-18,2009-05-24,170,170,2,1,5,,,8,,,1,1,9,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,22,2009-05-25,2009-05-31,771,771,4,,18,,,22,,,0,0,22,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,23,2009-06-01,2009-06-07,881,881,5,19,21,,,45,,,0,0,45,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,24,2009-06-08,2009-06-14,2235,2235,8,69,32,,,109,,,3,3,112,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,25,2009-06-15,2009-06-21,1291,1291,19,71,20,0,0,110,0,0,1,1,111,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,26,2009-06-22,2009-06-28,791,791,10,80,17,0,0,107,0,0,1,1,108,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,27,2009-06-29,2009-07-05,1046,1046,3,128,19,0,0,150,0,0,0,0,150,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,28,2009-07-06,2009-07-12,1483,1483,11,456,75,0,0,542,0,0,0,0,542,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,29,2009-07-13,2009-07-19,1776,,10,636,79,0,1,726,0,0,1,1,727,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,30,2009-07-20,2009-07-26,2798,2155,15,751,67,0,8,841,0,0,0,0,841,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,31,2009-07-27,2009-08-02,2443,1603,9,558,37,0,2,606,0,0,0,0,606,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,32,2009-08-03,2009-08-09,1673,1496,3,579,24,0,0,606,0,0,1,1,607,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,33,2009-08-10,2009-08-16,1367,1245,3,474,35,0,0,512,0,0,0,0,512,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,34,2009-08-17,2009-08-23,896,781,3,175,23,0,2,203,0,0,0,0,203,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,35,2009-08-24,2009-08-30,688,688,0,128,5,0,1,134,0,0,1,1,135,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,36,2009-08-31,2009-09-06,613,613,1,109,3,0,0,113,0,0,0,0,113,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,37,2009-09-07,2009-09-13,623,623,1,57,5,0,0,63,0,0,0,0,63,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,38,2009-09-14,2009-09-20,396,396,0,28,0,0,0,28,0,0,0,0,28,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,39,2009-09-21,2009-09-27,351,351,1,26,0,0,0,27,0,0,0,0,27,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,40,2009-09-28,2009-10-04,280,280,1,17,0,0,0,18,0,0,0,0,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,41,2009-10-05,2009-10-11,333,333,0,16,0,0,0,16,0,0,0,0,16,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,42,2009-10-12,2009-10-18,314,314,0,5,1,0,0,6,0,0,0,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,43,2009-10-19,2009-10-25,197,197,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,44,2009-10-26,2009-11-01,177,177,0,4,0,0,0,4,0,0,0,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,45,2009-11-02,2009-11-08,185,185,0,4,2,0,0,6,0,0,0,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,46,2009-11-09,2009-11-15,148,148,1,5,0,0,0,6,0,0,1,1,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,47,2009-11-16,2009-11-22,137,137,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,48,2009-11-23,2009-11-29,120,120,0,4,1,0,0,5,0,0,0,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,49,2009-11-30,2009-12-06,132,132,0,6,0,0,0,6,0,0,0,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,50,2009-12-07,2009-12-13,105,105,0,4,1,0,0,5,0,0,0,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,51,2009-12-14,2009-12-20,108,108,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,52,2009-12-21,2009-12-27,68,68,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,53,2009-12-28,2010-01-03,48,48,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,1,2010-01-04,2010-01-10,92,92,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,2,2010-01-11,2010-01-17,82,82,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,3,2010-01-18,2010-01-24,71,71,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,4,2010-01-25,2010-01-31,69,69,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,5,2010-02-01,2010-02-07,70,70,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,6,2010-02-08,2010-02-14,59,59,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,7,2010-02-15,2010-02-21,63,63,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,8,2010-02-22,2010-02-28,81,81,0,2,1,0,0,3,0,0,1,1,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,9,2010-03-01,2010-03-07,81,81,0,1,2,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,10,2010-03-08,2010-03-14,82,82,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,11,2010-03-15,2010-03-21,71,71,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,12,2010-03-22,2010-03-28,87,87,0,1,1,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,13,2010-03-29,2010-04-04,70,70,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,14,2010-04-05,2010-04-11,62,62,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,15,2010-04-12,2010-04-18,90,90,0,1,3,0,0,4,0,0,0,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,16,2010-04-19,2010-04-25,74,74,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,17,2010-04-26,2010-05-02,91,91,0,1,4,0,0,5,0,0,1,1,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,18,2010-05-03,2010-05-09,79,79,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,19,2010-05-10,2010-05-16,88,88,0,0,3,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,20,2010-05-17,2010-05-23,124,124,0,1,2,0,0,3,0,0,1,1,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,21,2010-05-24,2010-05-30,139,139,0,2,2,0,0,4,0,0,0,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,22,2010-05-31,2010-06-06,132,132,0,2,0,0,0,2,0,0,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,23,2010-06-07,2010-06-13,95,95,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,24,2010-06-14,2010-06-20,128,128,0,2,3,0,0,5,0,0,0,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,25,2010-06-21,2010-06-27,174,174,0,7,5,0,0,12,0,0,0,0,12,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,26,2010-06-28,2010-07-04,191,191,0,16,2,0,0,18,0,0,0,0,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,27,2010-07-05,2010-07-11,171,171,0,13,1,0,0,14,0,0,0,0,14,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,28,2010-07-12,2010-07-18,177,177,0,14,0,0,0,14,0,0,1,1,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,29,2010-07-19,2010-07-25,201,201,0,13,1,0,1,15,0,0,0,0,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,30,2010-07-26,2010-08-01,247,247,0,26,3,0,0,29,0,0,2,2,31,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,31,2010-08-02,2010-08-08,295,295,0,29,4,0,1,34,0,0,5,5,39,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,32,2010-08-09,2010-08-15,265,265,0,20,2,0,1,23,0,0,21,21,44,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,33,2010-08-16,2010-08-22,273,273,0,36,4,0,0,40,0,0,20,20,60,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,34,2010-08-23,2010-08-29,297,297,0,49,2,0,1,52,0,0,12,12,64,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,35,2010-08-30,2010-09-05,294,294,0,51,5,0,2,58,0,0,20,20,78,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,36,2010-09-06,2010-09-12,344,344,0,47,3,0,0,50,0,0,27,27,77,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,37,2010-09-13,2010-09-19,318,318,0,30,4,0,0,34,0,0,22,22,56,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,38,2010-09-20,2010-09-26,409,409,0,62,2,0,0,64,0,0,41,41,105,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,39,2010-09-27,2010-10-03,413,413,0,46,3,0,1,50,0,0,42,42,92,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,40,2010-10-04,2010-10-10,384,384,0,41,17,0,3,61,0,0,36,36,97,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,41,2010-10-11,2010-10-17,337,337,0,20,5,0,0,25,0,0,27,27,52,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,42,2010-10-18,2010-10-24,300,300,0,25,4,0,0,29,0,0,21,21,50,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,43,2010-10-25,2010-10-31,342,342,0,26,1,0,1,28,0,0,26,26,54,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,44,2010-11-01,2010-11-07,253,253,0,18,1,0,0,19,0,0,28,28,47,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,45,2010-11-08,2010-11-14,155,155,0,11,2,0,0,13,0,0,16,16,29,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,46,2010-11-15,2010-11-21,162,162,0,5,1,0,0,6,0,0,8,8,14,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,47,2010-11-22,2010-11-28,142,142,0,5,8,0,0,13,0,0,10,10,23,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,48,2010-11-29,2010-12-05,118,118,0,3,3,0,0,6,0,0,13,13,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,49,2010-12-06,2010-12-12,98,98,0,3,2,0,0,5,0,0,15,15,20,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,50,2010-12-13,2010-12-19,128,128,0,2,5,0,1,8,0,0,15,15,23,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,51,2010-12-20,2010-12-26,123,123,0,4,9,0,0,13,0,0,16,16,29,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,52,2010-12-27,2011-01-02,86,86,0,3,12,0,0,15,0,0,10,10,25,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,1,2011-01-03,2011-01-09,217,217,0,3,11,0,0,14,0,0,7,7,21,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,2,2011-01-10,2011-01-16,210,210,0,7,7,0,0,14,0,0,4,4,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,3,2011-01-17,2011-01-23,215,215,0,3,12,0,0,15,0,0,7,7,22,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,4,2011-01-24,2011-01-30,170,170,0,3,5,0,1,9,0,0,0,0,9,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,5,2011-01-31,2011-02-06,201,201,0,3,13,0,0,16,0,0,0,0,16,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,6,2011-02-07,2011-02-13,210,210,0,1,17,0,0,18,0,0,1,1,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,7,2011-02-14,2011-02-20,250,250,0,11,10,0,0,21,0,0,1,1,22,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,8,2011-02-21,2011-02-27,262,262,0,5,29,0,0,34,0,0,1,1,35,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,9,2011-02-28,2011-03-06,310,310,0,5,17,0,0,22,0,0,1,1,23,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,10,2011-03-07,2011-03-13,277,277,0,4,28,0,0,32,0,0,2,2,34,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,11,2011-03-14,2011-03-20,238,238,0,1,15,0,0,16,0,0,2,2,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,12,2011-03-21,2011-03-27,237,237,0,1,10,0,0,11,0,0,1,1,12,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,13,2011-03-28,2011-04-03,264,264,0,4,10,0,1,15,0,0,2,2,17,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,14,2011-04-04,2011-04-10,234,234,0,1,6,0,0,7,0,0,0,0,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,15,2011-04-11,2011-04-17,257,257,0,0,8,0,0,8,0,0,2,2,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,16,2011-04-18,2011-04-24,229,229,0,2,5,0,0,7,0,0,2,2,9,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,17,2011-04-25,2011-05-01,208,208,0,1,1,0,1,3,0,0,1,1,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,18,2011-05-02,2011-05-08,213,213,1,2,1,0,1,5,0,0,2,2,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,19,2011-05-09,2011-05-15,274,274,0,1,1,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,20,2011-05-16,2011-05-22,258,258,0,2,3,0,0,5,0,0,0,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,21,2011-05-23,2011-05-29,339,339,0,1,4,0,1,6,0,0,0,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,22,2011-05-30,2011-06-05,348,348,0,1,0,0,0,1,0,0,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,23,2011-06-06,2011-06-12,259,259,0,3,0,0,0,3,0,0,2,2,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,24,2011-06-13,2011-06-19,489,489,0,7,0,0,0,7,0,0,3,3,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,25,2011-06-20,2011-06-26,500,500,0,11,5,0,4,20,0,0,9,9,29,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,26,2011-06-27,2011-07-03,521,521,0,11,3,0,3,17,0,0,6,6,23,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,27,2011-07-04,2011-07-10,554,554,0,16,5,0,5,26,0,0,12,12,38,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,28,2011-07-11,2011-07-17,596,596,0,46,8,0,0,54,0,0,9,9,63,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,29,2011-07-18,2011-07-24,693,693,0,42,15,0,0,57,0,0,19,19,76,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,30,2011-07-25,2011-07-31,697,697,0,60,18,0,3,81,0,0,9,9,90,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,31,2011-08-01,2011-08-07,747,747,0,49,17,0,0,66,0,0,25,25,91,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,32,2011-08-08,2011-08-14,844,844,0,67,32,0,0,99,0,0,33,33,132,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,33,2011-08-15,2011-08-21,903,903,0,58,22,0,1,81,0,0,26,26,107,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,34,2011-08-22,2011-08-28,796,796,0,51,47,0,3,101,0,0,33,33,134,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,35,2011-08-29,2011-09-04,928,928,0,61,32,0,0,93,0,0,26,26,119,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,36,2011-09-05,2011-09-11,850,850,0,47,51,0,3,101,0,0,29,29,130,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,37,2011-09-12,2011-09-18,809,809,0,46,41,0,4,91,0,0,22,22,113,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,38,2011-09-19,2011-09-25,823,823,0,57,40,0,4,101,0,0,13,13,114,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,39,2011-09-26,2011-10-02,786,786,0,47,35,0,5,87,0,0,19,19,106,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,40,2011-10-03,2011-10-09,684,684,0,20,48,0,0,68,0,0,9,9,77,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,41,2011-10-10,2011-10-16,602,602,0,16,40,0,0,56,0,0,11,11,67,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,42,2011-10-17,2011-10-23,499,499,0,14,14,0,0,28,0,0,5,5,33,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,43,2011-10-24,2011-10-30,468,468,0,2,8,0,0,10,0,0,3,3,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,44,2011-10-31,2011-11-06,452,452,0,4,9,0,0,13,0,0,4,4,17,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,45,2011-11-07,2011-11-13,373,373,0,0,18,0,0,18,0,0,2,2,20,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,46,2011-11-14,2011-11-20,410,410,0,0,14,0,1,15,0,0,7,7,22,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,47,2011-11-21,2011-11-27,386,386,0,1,12,0,1,14,0,0,5,5,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,48,2011-11-28,2011-12-04,334,334,0,0,14,0,0,14,0,0,5,5,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,49,2011-12-05,2011-12-11,311,311,0,0,14,0,0,14,0,0,2,2,16,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,50,2011-12-12,2011-12-18,257,257,0,0,7,0,0,7,0,0,0,0,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,51,2011-12-19,2011-12-25,188,188,0,1,1,0,0,2,0,0,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,52,2011-12-26,2012-01-01,281,281,0,0,25,0,0,25,0,0,4,4,29,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,1,2012-01-02,2012-01-08,285,285,0,0,4,0,0,4,0,0,3,3,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,2,2012-01-09,2012-01-15,278,224,0,0,4,0,0,4,0,0,1,1,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,3,2012-01-16,2012-01-22,259,259,0,0,13,0,0,13,0,0,8,8,21,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,4,2012-01-23,2012-01-29,198,198,0,2,3,0,1,6,0,0,5,5,11,,Sporadic
